date,APMC,CommodityId,min_price,max_price,modal_price,arrivals_in_qtl
2014-11-01,Pune,96,6246,6931,6588,1254
2015-11-01,Pune,96,6280,6740,6590,356
2014-10-01,Pune,96,6077,6892,6485,921
2015-10-01,Pune,96,7057,7557,7363,743
2016-10-01,Pune,96,5988,6417,6255,973
2014-09-01,Pune,96,6091,6575,6333,1233
2015-09-01,Pune,96,7118,7673,7459,498
2016-09-01,Pune,96,6040,6513,6333,618
2016-11-01,Pune,96,5891,6466,6224,859
2015-04-01,Mangaon(Bhadav),109,1325,3063,2475,47
2016-04-01,Mangaon(Bhadav),109,1363,2238,1775,89
2015-08-01,Mangaon(Bhadav),109,1431,2719,2150,99
2016-08-01,Mangaon(Bhadav),109,1388,2275,1763,148
2014-12-01,Mangaon(Bhadav),109,1408,2842,2233,57
2015-12-01,Mangaon(Bhadav),109,1383,2083,1750,91
2015-02-01,Mangaon(Bhadav),109,1300,3167,2567,42
2016-02-01,Mangaon(Bhadav),109,1400,2000,1800,29
2015-01-01,Mangaon(Bhadav),109,1333,2858,2317,37
2016-01-01,Mangaon(Bhadav),109,1325,2125,1800,42
2015-07-01,Mangaon(Bhadav),109,1420,2600,2010,55
2016-07-01,Mangaon(Bhadav),109,1343,2329,1800,75
2015-06-01,Mangaon(Bhadav),109,1467,3000,2500,17
2016-06-01,Mangaon(Bhadav),109,1400,2258,1800,211
2016-03-01,Mangaon(Bhadav),109,1300,2200,1800,11
2015-05-01,Mangaon(Bhadav),109,1300,3000,2500,22
2016-05-01,Mangaon(Bhadav),109,1424,2494,1841,212
2014-11-01,Mangaon(Bhadav),109,1440,2910,2410,29
2015-11-01,Mangaon(Bhadav),109,1300,2300,1800,96
2014-10-01,Mangaon(Bhadav),109,1457,2800,2357,22
2015-10-01,Mangaon(Bhadav),109,1320,2640,2010,102
2016-10-01,Mangaon(Bhadav),109,1469,2454,1808,230
2015-09-01,Mangaon(Bhadav),109,1300,2645,1936,82
2016-09-01,Mangaon(Bhadav),109,1400,2386,1800,140
2016-11-01,Mangaon(Bhadav),109,1350,2450,1825,151
2015-04-01,Mumbai,112,3408,4100,3756,22790
2016-04-01,Mumbai,112,2000,2875,2442,29490
2015-08-01,Mumbai,112,2088,3304,2756,34480
2016-08-01,Mumbai,112,1936,2632,2284,36970
2014-12-01,Mumbai,112,2948,3615,3281,35700
2015-12-01,Mumbai,112,2296,3030,2665,36610
2016-02-01,Mumbai,112,2256,2960,2624,30800
2015-01-01,Mumbai,112,2919,3348,3033,30750
2016-01-01,Mumbai,112,2416,3160,2808,34730
2015-07-01,Mumbai,112,2452,3756,3246,31557
2016-07-01,Mumbai,112,2748,3991,3370,29600
2016-06-01,Mumbai,112,2954,4246,3604,27890
2015-03-01,Mumbai,112,3643,4217,3930,22750
2016-03-01,Mumbai,112,2262,2946,2617,29950
2015-05-01,Mumbai,112,3256,4544,3860,22050
2016-05-01,Mumbai,112,2138,3485,2842,28111
2014-11-01,Mumbai,112,3088,4408,3748,35100
2015-11-01,Mumbai,112,2725,3300,3017,30420
2014-10-01,Mumbai,112,3080,4592,3832,33700
2015-10-01,Mumbai,112,2537,3241,2889,31670
2016-10-01,Mumbai,112,1515,2554,2035,35150
2014-09-01,Mumbai,112,3808,5064,3964,32220
2015-09-01,Mumbai,112,1919,3135,2498,34760
2016-09-01,Mumbai,112,1638,2400,2015,36800
2016-11-01,Mumbai,112,1338,2408,1873,35640
2015-04-01,Kamthi,129,445,1079,638,87
2016-04-01,Kamthi,129,297,621,513,120
2015-08-01,Kamthi,129,717,2625,1771,107
2016-08-01,Kamthi,129,900,1689,1387,67
2014-12-01,Kamthi,129,1185,2308,1746,15
2015-12-01,Kamthi,129,730,1626,1278,67
2015-02-01,Kamthi,129,819,1695,1257,45
2016-02-01,Kamthi,129,447,1193,897,42
2015-01-01,Kamthi,129,800,2000,1400,2
2016-01-01,Kamthi,129,882,1847,1468,43
2015-07-01,Kamthi,129,591,1718,1259,119
2015-06-01,Kamthi,129,624,1186,934,132
2016-06-01,Kamthi,129,721,1721,1316,96
2015-03-01,Kamthi,129,593,985,789,57
2016-03-01,Kamthi,129,507,1013,837,103
2015-05-01,Kamthi,129,410,842,626,115
2016-05-01,Kamthi,129,313,677,541,120
2014-11-01,Kamthi,129,1132,2132,1632,50
2015-11-01,Kamthi,129,614,1014,910,130
2014-10-01,Kamthi,129,1104,2037,1570,51
2015-10-01,Kamthi,129,819,2213,1632,121
2016-10-01,Kamthi,129,1103,2014,1662,73
2014-09-01,Kamthi,129,952,2161,1557,36
2015-09-01,Kamthi,129,876,2420,1732,122
2016-09-01,Kamthi,129,758,1573,1227,68
2016-11-01,Kamthi,129,1013,1783,1521,55
2015-04-01,Basmat,135,7762,9600,8594,15959
2016-04-01,Basmat,135,8704,10415,9221,16836
2015-08-01,Basmat,135,7014,8661,7739,8203
2016-08-01,Basmat,135,7325,8200,7675,3010
2014-12-01,Basmat,135,6668,9158,7733,7236
2015-12-01,Basmat,135,9617,10846,10183,3568
2015-02-01,Basmat,135,7789,9401,8389,4807
2016-02-01,Basmat,135,9040,10505,9507,3780
2015-01-01,Basmat,135,7650,8884,8543,8174
2016-01-01,Basmat,135,9349,10537,10054,3535
2015-07-01,Basmat,135,7110,8392,7571,5826
2016-07-01,Basmat,135,7950,9200,8150,940
2015-06-01,Basmat,135,6656,8190,7478,7873
2016-06-01,Basmat,135,7783,9384,8189,13137
2015-03-01,Basmat,135,7811,9138,8370,6258
2016-03-01,Basmat,135,8971,10504,9436,3971
2015-05-01,Basmat,135,7044,8683,7912,10030
2016-05-01,Basmat,135,7988,9496,8453,16136
2014-11-01,Basmat,135,5577,7328,6418,6348
2015-11-01,Basmat,135,9309,10917,10045,3625
2015-10-01,Basmat,135,8179,9339,8657,5359
2016-10-01,Basmat,135,6708,8063,7254,8705
2015-09-01,Basmat,135,7800,9181,8580,5614
2016-09-01,Basmat,135,6922,8160,7365,11695
2016-11-01,Basmat,135,7113,8443,7600,6720
2016-04-01,Mumbai,135,6000,10000,8000,4545
2015-08-01,Mumbai,135,6769,11231,9000,1173
2016-08-01,Mumbai,135,5400,9400,7400,1095
2014-12-01,Mumbai,135,9950,14200,12075,2227
2015-12-01,Mumbai,135,6083,10125,8104,1821
2015-02-01,Mumbai,135,10891,15309,13118,4806
2016-02-01,Mumbai,135,6000,10000,8000,3700
2015-01-01,Mumbai,135,10000,15333,12667,2442
2016-01-01,Mumbai,135,6000,10000,8000,1379
2015-07-01,Mumbai,135,7238,11286,9190,1692
2016-07-01,Mumbai,135,6000,10000,8000,1861
2015-06-01,Mumbai,135,10456,13391,11924,990
2016-06-01,Mumbai,135,6000,10000,8000,1071
2015-03-01,Mumbai,135,10550,17600,14075,5288
2016-03-01,Mumbai,135,6000,10000,8000,5738
2015-05-01,Mumbai,135,12227,16773,14500,4037
2016-05-01,Mumbai,135,6000,10231,8000,4336
2014-11-01,Mumbai,135,8000,14644,11322,861
2015-11-01,Mumbai,135,7696,12696,10196,2422
2014-10-01,Mumbai,135,10347,14800,12573,1649
2015-10-01,Mumbai,135,9556,15389,12444,1266
2016-10-01,Mumbai,135,6000,10000,8000,1901
2014-09-01,Mumbai,135,10886,14790,12838,1879
2015-09-01,Mumbai,135,7833,11944,9889,1570
2016-09-01,Mumbai,135,4688,8469,6578,2786
2016-11-01,Mumbai,135,6000,10000,8000,1784
2015-04-01,Mumbai,140,7017,8017,7373,62707
2016-04-01,Mumbai,140,9536,13609,11573,59014
2015-08-01,Mumbai,140,9227,12182,10705,50794
2016-08-01,Mumbai,140,6878,11539,9207,43756
2014-12-01,Mumbai,140,6107,7437,6622,60471
2015-12-01,Mumbai,140,10537,16133,13335,54482
2015-02-01,Mumbai,140,6723,7823,7123,72528
2016-02-01,Mumbai,140,8563,13338,10952,58965
2015-01-01,Mumbai,140,6408,7562,6835,76637
2016-01-01,Mumbai,140,9480,14392,11936,65252
2015-07-01,Mumbai,140,8000,10500,9250,46674
2016-07-01,Mumbai,140,8814,13686,11250,28620
2015-06-01,Mumbai,140,8381,11667,9557,47870
2016-06-01,Mumbai,140,9182,13727,11455,41140
2015-03-01,Mumbai,140,6886,7971,7279,73400
2016-03-01,Mumbai,140,8771,12842,10806,64859
2015-05-01,Mumbai,140,8379,10942,9571,59190
2016-05-01,Mumbai,140,9242,14042,11642,57357
2014-11-01,Mumbai,140,6000,7471,6585,45795
2015-11-01,Mumbai,140,10636,15832,13245,45157
2014-10-01,Mumbai,140,6000,7500,6600,64028
2016-10-01,Mumbai,140,6113,11587,8850,54799
2014-09-01,Mumbai,140,5984,7484,6584,49110
2015-09-01,Mumbai,140,10119,14048,12083,57067
2016-09-01,Mumbai,140,6343,10071,8207,67800
2016-11-01,Mumbai,140,6513,11467,8990,47503
2015-04-01,Mumbai,153,14667,16000,15333,5299
2016-04-01,Mumbai,153,10000,20000,15000,2060
2015-08-01,Mumbai,153,8260,15067,11663,2443
2014-12-01,Mumbai,153,14231,19215,16723,1988
2015-12-01,Mumbai,153,9864,14091,11977,2165
2015-02-01,Mumbai,153,14800,16786,15814,5213
2016-02-01,Mumbai,153,8870,13348,11152,3728
2015-01-01,Mumbai,153,13908,19662,16785,2059
2016-01-01,Mumbai,153,10000,14909,12455,2202
2015-07-01,Mumbai,153,13391,16391,14891,1678
2016-07-01,Mumbai,153,7556,17111,12333,647
2015-06-01,Mumbai,153,14389,18521,16403,1876
2016-06-01,Mumbai,153,8182,18182,13182,666
2015-03-01,Mumbai,153,14955,15955,15455,4326
2016-03-01,Mumbai,153,8947,15368,12158,5057
2015-05-01,Mumbai,153,15400,20200,17800,3192
2016-05-01,Mumbai,153,9600,19600,14600,2783
2014-11-01,Mumbai,153,13040,17800,15420,2093
2015-11-01,Mumbai,153,7444,15778,11611,1813
2014-10-01,Mumbai,153,13435,17341,15388,1578
2015-10-01,Mumbai,153,9000,17105,13053,1682
2016-10-01,Mumbai,153,6000,14000,10000,9888
2014-09-01,Mumbai,153,13082,17509,15295,2144
2015-09-01,Mumbai,153,8952,18857,14333,2232
2016-09-01,Mumbai,153,6000,14000,10000,151
2016-11-01,Mumbai,153,7000,18000,12500,424
2015-04-01,Mumbai,154,933,2400,1667,142919
2016-04-01,Mumbai,154,302,2009,1156,125387
2015-08-01,Mumbai,154,889,2567,1728,123771
2014-12-01,Mumbai,154,759,2459,1609,170860
2015-12-01,Mumbai,154,704,1996,1350,165730
2015-02-01,Mumbai,154,745,1891,1318,133933
2016-02-01,Mumbai,154,400,2087,1243,129992
2015-01-01,Mumbai,154,700,2331,1515,134192
2016-01-01,Mumbai,154,533,2075,1304,124213
2015-07-01,Mumbai,154,669,2023,1346,135130
2016-07-01,Mumbai,154,300,1813,1056,155104
2015-06-01,Mumbai,154,670,2104,1387,118847
2016-06-01,Mumbai,154,300,2000,1151,117294
2015-03-01,Mumbai,154,1000,2173,1586,147672
2016-03-01,Mumbai,154,398,2105,1251,152115
2015-05-01,Mumbai,154,867,2333,1600,118582
2016-05-01,Mumbai,154,300,2000,1150,124622
2014-11-01,Mumbai,154,800,2376,1588,129101
2015-11-01,Mumbai,154,822,2183,1502,142804
2014-10-01,Mumbai,154,830,2440,1635,137739
2015-10-01,Mumbai,154,766,2409,1601,150181
2016-10-01,Mumbai,154,800,2000,1400,178908
2014-09-01,Mumbai,154,800,2563,1681,158121
2015-09-01,Mumbai,154,898,2545,1722,176979
2016-09-01,Mumbai,154,633,1833,1222,159327
2016-11-01,Mumbai,154,800,2000,1400,143251
2015-04-01,Mumbai,159,13667,19667,16667,11472
2016-04-01,Mumbai,159,11048,16571,13810,8996
2015-08-01,Mumbai,159,12929,21000,16964,4648
2014-12-01,Mumbai,159,14170,18852,16511,10188
2015-12-01,Mumbai,159,14346,20000,17173,7692
2015-02-01,Mumbai,159,15943,20000,17971,6445
2016-02-01,Mumbai,159,10000,15000,12500,7762
2015-01-01,Mumbai,159,15248,20128,17688,10365
2016-01-01,Mumbai,159,11391,17000,14196,5910
2015-07-01,Mumbai,159,15000,21773,18386,6260
2016-07-01,Mumbai,159,16348,22870,19783,6998
2015-06-01,Mumbai,159,16900,22678,19789,5107
2016-06-01,Mumbai,159,16455,20545,18500,6180
2015-03-01,Mumbai,159,14955,20000,17477,10536
2016-03-01,Mumbai,159,10000,15000,12500,10439
2015-05-01,Mumbai,159,17364,24091,20727,8512
2016-05-01,Mumbai,159,13333,18667,16000,6046
2014-11-01,Mumbai,159,13000,18286,15643,5944
2015-11-01,Mumbai,159,17250,21350,19300,6535
2014-10-01,Mumbai,159,13242,17874,15558,5473
2015-10-01,Mumbai,159,13667,24762,18357,4362
2016-10-01,Mumbai,159,15619,21619,18619,7006
2014-09-01,Mumbai,159,13491,17273,15368,6653
2015-09-01,Mumbai,159,14000,20000,17000,5200
2016-11-01,Mumbai,159,14000,20000,17000,4859
2015-04-01,Mumbai,162,83333,128333,105833,288
2016-04-01,Mumbai,162,50333,92667,71500,382
2015-08-01,Mumbai,162,41000,80000,60500,194
2016-08-01,Mumbai,162,70000,110000,90000,333
2014-12-01,Mumbai,162,72667,120952,96810,714
2015-12-01,Mumbai,162,49762,80952,65357,758
2015-02-01,Mumbai,162,90000,134375,112188,581
2016-02-01,Mumbai,162,40000,80000,60000,636
2015-01-01,Mumbai,162,70000,120800,95400,958
2016-01-01,Mumbai,162,41214,80000,60607,836
2015-07-01,Mumbai,162,61718,113376,87547,502
2016-07-01,Mumbai,162,53636,93636,73636,740
2015-06-01,Mumbai,162,93420,156473,124947,314
2016-06-01,Mumbai,162,44286,78571,61429,174
2015-03-01,Mumbai,162,84667,134667,109667,398
2016-03-01,Mumbai,162,40000,80000,60000,308
2015-05-01,Mumbai,162,95000,154167,124583,361
2016-05-01,Mumbai,162,50000,90000,70000,329
2014-11-01,Mumbai,162,88000,109231,98615,506
2015-11-01,Mumbai,162,53000,90000,71500,522
2014-10-01,Mumbai,162,80000,124000,96000,484
2015-10-01,Mumbai,162,58125,86250,72188,877
2016-10-01,Mumbai,162,86471,152941,119706,788
2014-09-01,Mumbai,162,77333,116667,97000,338
2015-09-01,Mumbai,162,42583,69583,56083,298
2016-09-01,Mumbai,162,84286,145714,115000,342
2015-04-01,Mangaon(Bhadav),194,1343,3143,2500,41
2016-04-01,Mangaon(Bhadav),194,1333,2083,1783,53
2015-08-01,Mangaon(Bhadav),194,1345,2591,2118,69
2016-08-01,Mangaon(Bhadav),194,1457,2414,1786,142
2014-12-01,Mangaon(Bhadav),194,1438,2908,2392,51
2015-12-01,Mangaon(Bhadav),194,1450,2367,1917,64
2015-02-01,Mangaon(Bhadav),194,1386,3071,2543,40
2016-02-01,Mangaon(Bhadav),194,1300,2000,1800,13
2015-01-01,Mangaon(Bhadav),194,1367,2958,2408,42
2016-01-01,Mangaon(Bhadav),194,1325,2000,1800,39
2015-07-01,Mangaon(Bhadav),194,1320,2440,1940,31
2016-07-01,Mangaon(Bhadav),194,1378,2267,1811,121
2015-06-01,Mangaon(Bhadav),194,1367,3333,2500,10
2016-06-01,Mangaon(Bhadav),194,1450,2475,1813,107
2015-03-01,Mangaon(Bhadav),194,1275,3375,2575,19
2016-03-01,Mangaon(Bhadav),194,1450,2100,1800,49
2015-05-01,Mangaon(Bhadav),194,1340,2900,2600,33
2016-05-01,Mangaon(Bhadav),194,1440,2513,1893,203
2014-11-01,Mangaon(Bhadav),194,1400,2983,2492,41
2015-11-01,Mangaon(Bhadav),194,1317,2400,1917,62
2014-10-01,Mangaon(Bhadav),194,1456,2889,2478,24
2015-10-01,Mangaon(Bhadav),194,1325,2700,1888,132
2014-09-01,Mangaon(Bhadav),194,1411,2600,2022,24
2015-09-01,Mangaon(Bhadav),194,1310,2500,2050,95
2016-09-01,Mangaon(Bhadav),194,1420,2480,1820,127
2016-11-01,Mangaon(Bhadav),194,1410,2440,1800,200
2015-04-01,Akole,1,1357,1800,1525,52
2016-04-01,Akole,1,1460,1960,1685,75
2015-08-01,Akole,1,1400,1800,1625,12
2016-08-01,Akole,1,1433,2033,1675,31
2014-12-01,Akole,1,1375,1750,1563,40
2015-12-01,Akole,1,1350,1850,1619,37
2016-02-01,Akole,1,1433,1833,1575,39
2015-01-01,Akole,1,1395,1840,1580,74
2016-01-01,Akole,1,1430,1860,1575,64
2015-07-01,Akole,1,1300,1800,1488,27
2015-06-01,Akole,1,1388,1800,1588,16
2016-06-01,Akole,1,1467,2000,1617,52
2015-03-01,Akole,1,1375,1750,1538,144
2016-03-01,Akole,1,1433,1867,1600,369
2016-05-01,Akole,1,1483,2000,1683,17
2014-11-01,Akole,1,1400,1700,1550,67
2015-11-01,Akole,1,1394,1850,1569,101
2014-10-01,Akole,1,1390,1700,1560,30
2015-10-01,Akole,1,1425,1800,1558,37
2016-10-01,Akole,1,1444,2000,1594,114
2014-09-01,Akole,1,1467,1733,1650,25
2015-09-01,Akole,1,1400,1800,1563,13
2016-09-01,Akole,1,1456,1975,1600,29
2016-11-01,Akole,1,1450,1950,1588,60
2015-04-01,Kalvan,1,1156,1365,1259,460
2015-08-01,Kalvan,1,1284,1441,1335,224
2016-08-01,Kalvan,1,1488,1626,1556,38
2014-12-01,Kalvan,1,1132,1335,1241,419
2015-12-01,Kalvan,1,1341,1473,1395,272
2015-02-01,Kalvan,1,1109,1218,1164,189
2016-02-01,Kalvan,1,1412,1596,1507,148
2015-01-01,Kalvan,1,1156,1255,1191,194
2016-01-01,Kalvan,1,1405,1533,1485,181
2015-07-01,Kalvan,1,1246,1371,1302,308
2016-07-01,Kalvan,1,1581,1816,1781,67
2015-06-01,Kalvan,1,1122,1327,1240,875
2016-06-01,Kalvan,1,1537,1786,1712,359
2015-03-01,Kalvan,1,1130,1252,1148,276
2016-03-01,Kalvan,1,1377,1652,1577,252
2015-05-01,Kalvan,1,1123,1358,1271,1429
2014-11-01,Kalvan,1,1101,1460,1310,997
2015-11-01,Kalvan,1,1329,1497,1430,397
2014-10-01,Kalvan,1,1056,1368,1236,618
2015-10-01,Kalvan,1,1221,1454,1333,1060
2016-10-01,Kalvan,1,1292,1597,1440,1510
2015-09-01,Kalvan,1,1386,1520,1412,80
2016-09-01,Kalvan,1,1417,1731,1631,279
2016-11-01,Kalvan,1,1359,1650,1506,242
2015-04-01,Kopargaon,1,1164,1469,1401,354
2015-08-01,Kopargaon,1,1367,1509,1453,198
2016-08-01,Kopargaon,1,1467,1758,1606,207
2014-12-01,Kopargaon,1,1056,1464,1378,864
2015-12-01,Kopargaon,1,1621,1747,1713,183
2015-02-01,Kopargaon,1,1065,1477,1411,6169
2016-02-01,Kopargaon,1,1523,1681,1629,121
2015-01-01,Kopargaon,1,1091,1507,1400,622
2016-01-01,Kopargaon,1,1427,1582,1531,126
2015-07-01,Kopargaon,1,1270,1364,1343,121
2016-07-01,Kopargaon,1,1520,1871,1751,27
2015-06-01,Kopargaon,1,1037,1391,1335,618
2015-03-01,Kopargaon,1,1119,1496,1407,475
2016-03-01,Kopargaon,1,1471,1657,1566,100
2015-05-01,Kopargaon,1,1086,1417,1358,747
2014-11-01,Kopargaon,1,1224,1503,1429,1167
2015-11-01,Kopargaon,1,1443,1606,1541,188
2014-10-01,Kopargaon,1,1204,1451,1363,644
2015-10-01,Kopargaon,1,1280,1474,1437,116
2016-10-01,Kopargaon,1,1209,1515,1391,2649
2014-09-01,Kopargaon,1,1220,1472,1383,466
2015-09-01,Kopargaon,1,1340,1473,1450,66
2016-09-01,Kopargaon,1,1483,1667,1613,439
2016-11-01,Kopargaon,1,1138,1412,1320,709
2016-04-01,Anajngaon Surji,2,1438,1800,1647,3797
2015-08-01,Anajngaon Surji,2,1335,1690,1460,1071
2016-08-01,Anajngaon Surji,2,1439,1838,1625,426
2014-12-01,Anajngaon Surji,2,1404,1618,1511,1170
2015-12-01,Anajngaon Surji,2,1414,1794,1539,380
2015-02-01,Anajngaon Surji,2,1529,1800,1664,885
2016-02-01,Anajngaon Surji,2,1416,1850,1650,293
2015-01-01,Anajngaon Surji,2,1491,1791,1639,870
2016-01-01,Anajngaon Surji,2,1394,1700,1528,268
2015-07-01,Anajngaon Surji,2,1329,1643,1446,837
2016-07-01,Anajngaon Surji,2,1507,1971,1714,237
2015-06-01,Anajngaon Surji,2,1301,1602,1455,4902
2016-06-01,Anajngaon Surji,2,1463,1963,1713,777
2015-03-01,Anajngaon Surji,2,1454,1754,1604,720
2016-03-01,Anajngaon Surji,2,1436,1759,1614,1520
2015-05-01,Anajngaon Surji,2,1268,1708,1482,8220
2016-05-01,Anajngaon Surji,2,1431,1831,1644,1114
2014-11-01,Anajngaon Surji,2,1425,1581,1491,1830
2015-11-01,Anajngaon Surji,2,1407,1682,1496,481
2014-10-01,Anajngaon Surji,2,1393,1514,1454,780
2015-10-01,Anajngaon Surji,2,1380,1711,1493,841
2016-10-01,Anajngaon Surji,2,1429,1882,1618,370
2014-09-01,Anajngaon Surji,2,1398,1598,1498,1434
2015-09-01,Anajngaon Surji,2,1328,1650,1466,1217
2016-09-01,Anajngaon Surji,2,1443,1836,1654,353
2015-04-01,Barshi,2,1649,2443,1911,344
2015-08-01,Barshi,2,1480,2188,1807,473
2016-08-01,Barshi,2,1622,2206,1939,705
2014-12-01,Barshi,2,1351,1756,1572,807
2015-12-01,Barshi,2,1500,2011,1649,540
2015-02-01,Barshi,2,1415,1876,1595,610
2016-02-01,Barshi,2,1660,1877,1758,283
2015-01-01,Barshi,2,1422,1941,1582,652
2016-01-01,Barshi,2,1715,2101,1912,704
2015-07-01,Barshi,2,1433,2300,1704,591
2016-07-01,Barshi,2,1753,2133,1883,270
2015-06-01,Barshi,2,1474,2144,1849,937
2016-06-01,Barshi,2,1613,2096,1898,499
2015-03-01,Barshi,2,1487,2114,1777,719
2016-03-01,Barshi,2,1715,1965,1821,389
2015-05-01,Barshi,2,1417,2190,1824,811
2016-05-01,Barshi,2,1595,2045,1931,549
2014-11-01,Barshi,2,1437,1694,1505,459
2015-11-01,Barshi,2,1615,1889,1676,701
2014-10-01,Barshi,2,1521,1712,1596,316
2015-10-01,Barshi,2,1452,1957,1588,964
2016-10-01,Barshi,2,1694,2191,2047,526
2014-09-01,Barshi,2,1510,1736,1585,1162
2015-09-01,Barshi,2,1469,2171,1773,551
2016-09-01,Barshi,2,1834,2036,1943,289
2015-04-01,Bhusaval,2,1146,1228,1184,330
2016-04-01,Bhusaval,2,1548,1596,1548,101
2015-08-01,Bhusaval,2,1317,1420,1367,324
2014-12-01,Bhusaval,2,1319,1344,1335,30
2015-12-01,Bhusaval,2,1447,1472,1456,66
2015-02-01,Bhusaval,2,1306,1358,1329,91
2016-02-01,Bhusaval,2,1404,1439,1417,29
2015-01-01,Bhusaval,2,1370,1393,1380,101
2016-01-01,Bhusaval,2,1389,1389,1389,23
2015-07-01,Bhusaval,2,1282,1379,1329,218
2015-06-01,Bhusaval,2,1215,1349,1280,464
2016-06-01,Bhusaval,2,1649,1683,1658,170
2015-03-01,Bhusaval,2,1227,1279,1243,398
2016-03-01,Bhusaval,2,1446,1504,1479,59
2015-05-01,Bhusaval,2,1177,1327,1242,709
2016-05-01,Bhusaval,2,1550,1597,1557,120
2014-11-01,Bhusaval,2,1300,1343,1330,68
2015-11-01,Bhusaval,2,1415,1431,1415,23
2014-10-01,Bhusaval,2,1281,1374,1333,284
2015-10-01,Bhusaval,2,1380,1428,1403,88
2016-10-01,Bhusaval,2,1433,1580,1513,14
2014-09-01,Bhusaval,2,1253,1381,1335,428
2015-09-01,Bhusaval,2,1342,1412,1378,221
2016-09-01,Bhusaval,2,1649,1670,1653,85
2015-04-01,Chandur Bajar,2,1400,1688,1531,2400
2016-04-01,Chandur Bajar,2,1450,1833,1646,2218
2015-08-01,Chandur Bajar,2,1400,1600,1483,1257
2016-08-01,Chandur Bajar,2,1567,1812,1673,660
2014-12-01,Chandur Bajar,2,1400,1576,1475,190
2015-12-01,Chandur Bajar,2,1413,1647,1528,493
2015-02-01,Chandur Bajar,2,1425,1600,1525,87
2016-02-01,Chandur Bajar,2,1425,1750,1620,312
2015-01-01,Chandur Bajar,2,1300,1650,1475,143
2016-01-01,Chandur Bajar,2,1403,1675,1568,439
2015-07-01,Chandur Bajar,2,1375,1613,1507,1405
2016-07-01,Chandur Bajar,2,1600,1825,1725,784
2015-06-01,Chandur Bajar,2,1367,1633,1501,1189
2016-06-01,Chandur Bajar,2,1550,1888,1686,1528
2015-03-01,Chandur Bajar,2,1350,1575,1464,374
2016-03-01,Chandur Bajar,2,1429,1757,1615,1255
2015-05-01,Chandur Bajar,2,1400,1680,1540,2596
2016-05-01,Chandur Bajar,2,1520,1898,1685,2427
2014-11-01,Chandur Bajar,2,1450,1700,1559,665
2015-11-01,Chandur Bajar,2,1454,1603,1510,471
2014-10-01,Chandur Bajar,2,1400,1800,1600,96
2015-10-01,Chandur Bajar,2,1408,1617,1494,827
2016-10-01,Chandur Bajar,2,1600,1807,1722,1014
2015-09-01,Chandur Bajar,2,1400,1600,1447,823
2016-09-01,Chandur Bajar,2,1575,1825,1704,822
2015-04-01,Devala,2,1305,1551,1383,345
2016-04-01,Devala,2,1466,1543,1504,22
2015-08-01,Devala,2,1461,1530,1475,105
2014-12-01,Devala,2,1497,1567,1510,69
2015-12-01,Devala,2,1506,1654,1567,163
2015-02-01,Devala,2,1457,1582,1493,84
2016-02-01,Devala,2,1529,1677,1596,184
2015-01-01,Devala,2,1567,1658,1601,53
2016-01-01,Devala,2,1537,1678,1629,120
2015-07-01,Devala,2,1465,1527,1493,76
2016-07-01,Devala,2,1655,1655,1655,5
2015-06-01,Devala,2,1334,1440,1385,173
2016-06-01,Devala,2,1664,1682,1680,39
2015-03-01,Devala,2,1358,1489,1404,240
2016-03-01,Devala,2,1452,1518,1497,69
2015-05-01,Devala,2,1312,1466,1372,268
2016-05-01,Devala,2,1496,1566,1502,55
2014-11-01,Devala,2,1523,1560,1530,73
2015-11-01,Devala,2,1536,1627,1564,101
2014-10-01,Devala,2,1473,1586,1513,59
2015-10-01,Devala,2,1529,1616,1563,154
2016-10-01,Devala,2,1582,1737,1672,77
2014-09-01,Devala,2,1562,1635,1587,54
2015-09-01,Devala,2,1460,1543,1481,105
2015-04-01,Jintur,2,1441,2001,1641,1316
2016-04-01,Jintur,2,1618,1873,1738,156
2015-08-01,Jintur,2,1540,1765,1662,137
2016-08-01,Jintur,2,1827,1827,1827,12
2014-12-01,Jintur,2,1550,1672,1567,162
2015-12-01,Jintur,2,1693,1774,1706,61
2015-02-01,Jintur,2,1465,1638,1515,351
2016-02-01,Jintur,2,1685,1917,1747,155
2015-01-01,Jintur,2,1579,1666,1606,205
2016-01-01,Jintur,2,1719,1968,1792,122
2015-07-01,Jintur,2,1444,1747,1566,163
2016-07-01,Jintur,2,1879,1952,1896,15
2015-06-01,Jintur,2,1423,1657,1502,348
2016-06-01,Jintur,2,1683,1738,1683,47
2015-03-01,Jintur,2,1371,1741,1500,1118
2016-03-01,Jintur,2,1625,1800,1698,168
2015-05-01,Jintur,2,1448,1861,1594,656
2016-05-01,Jintur,2,1866,1965,1892,78
2014-11-01,Jintur,2,1525,1729,1586,179
2015-11-01,Jintur,2,1751,1751,1751,3
2014-10-01,Jintur,2,1387,1632,1504,232
2015-10-01,Jintur,2,1562,1827,1687,77
2014-09-01,Jintur,2,1298,1618,1419,498
2015-09-01,Jintur,2,1531,1645,1576,145
2016-09-01,Jintur,2,1730,1792,1734,26
2015-04-01,Katol,2,1292,1392,1340,5225
2016-04-01,Katol,2,1448,1545,1496,1407
2015-08-01,Katol,2,1473,1505,1489,3153
2016-08-01,Katol,2,1697,1708,1704,571
2014-12-01,Katol,2,1511,1543,1528,2017
2015-12-01,Katol,2,1494,1547,1524,1003
2015-02-01,Katol,2,1481,1538,1509,879
